Âge,Attrition,VoyageD'Affaires,TarifQuotidien,Service,DistanceMaison,Éducation,DomaineÉducation,NombreEmployés,NuméroD'Employé,SatisfactionEnvironnement,Genre,TarifHoraire,EngagementTravail,ÉchellePoste,ResponsabilitéPoste,SatisfactionTravail,ÉtatCivil,SalaireMensuel,TarifMensuel,NombreEntreprisesDéjàTravaillé,PlusDe18,TempsSupplémentaire,AugmentationSalairePourcentage,CotePerformance,SatisfactionRelation,HeuresTravailléesStandard,NiveauOptionStocks,AnnéesTravailléesTotal,NombreFormationsAnDernier,ÉquilibreTravailFamille,AnnéesEmployé,AnnéesPosteActuel,AnnéesDepuisDernièrePromotion,AnnéesAvecGestionnaireActuel
40,Non,Voyage_Rarement,759,Ventes,2,2,Marketing,1,516,4,Femme,46,3,2,Directeur/directrice commercial,2,Divorcé(e),5715,22553,7,O,Non,12,3,3,80,2,8,5,3,5,4,1,3
42,Non,Voyage_Rarement,201,Recherche et développement,1,4,Sciences biologiques,1,517,2,Femme,95,3,1,Technicien(ne) en laboratoire,1,Divorcé(e),2576,20490,3,O,Non,16,3,2,80,1,8,5,3,5,2,1,2
37,Non,Voyage_Rarement,1305,Recherche et développement,10,4,Sciences biologiques,1,518,3,Homme,49,3,2,Chef de la production,2,Célibataire,4197,21123,2,O,Oui,12,3,4,80,0,18,2,2,1,0,0,1
43,Non,Voyage_Rarement,982,Recherche et développement,12,3,Sciences biologiques,1,520,1,Homme,59,2,4,Directeur/directrice de recherche,2,Divorcé(e),14336,4345,1,O,Non,11,3,3,80,1,25,3,3,25,10,3,9
40,Non,Voyage_Rarement,555,Recherche et développement,2,3,Médical,1,521,2,Femme,78,2,2,Technicien(ne) en laboratoire,3,Marié(e),3448,13436,6,O,Non,22,4,2,80,1,20,3,3,1,0,0,0
54,Non,Voyage_Rarement,821,Recherche et développement,5,2,Médical,1,522,1,Homme,86,3,5,Directeur/directrice de recherche,1,Marié(e),19406,8509,4,O,Non,11,3,3,80,1,24,4,2,4,2,1,2
34,Non,Ne_Voyage_Pas,1381,Ventes,4,4,Marketing,1,523,3,Femme,72,3,2,Directeur/directrice commercial,3,Marié(e),6538,12740,9,O,Non,15,3,1,80,1,6,3,3,3,2,1,2
31,Non,Voyage_Rarement,480,Recherche et développement,7,2,Médical,1,524,2,Femme,31,3,2,Chef de la production,1,Marié(e),4306,4156,1,O,Non,12,3,2,80,1,13,5,1,13,10,3,12
43,Non,Voyage_Souvent,313,Recherche et développement,21,3,Médical,1,525,4,Homme,61,3,1,Technicien(ne) en laboratoire,4,Marié(e),2258,15238,7,O,Non,20,4,1,80,1,8,1,3,3,2,1,2
43,Non,Voyage_Rarement,1473,Recherche et développement,8,4,Autre,1,526,3,Femme,74,3,2,Représentant(e) en santé,3,Divorcé(e),4522,2227,4,O,Oui,14,3,4,80,0,8,3,3,5,2,0,2
25,Non,Voyage_Rarement,891,Ventes,4,2,Sciences biologiques,1,527,2,Femme,99,2,2,Directeur/directrice commercial,4,Célibataire,4487,12090,1,O,Oui,11,3,2,80,0,5,3,3,5,4,1,3
37,Non,Ne_Voyage_Pas,1063,Recherche et développement,25,5,Médical,1,529,2,Femme,72,3,2,Scientifique chercheur(e),3,Marié(e),4449,23866,3,O,Oui,15,3,1,80,2,15,2,3,13,11,10,7
31,Non,Voyage_Rarement,329,Recherche et développement,1,2,Sciences biologiques,1,530,4,Homme,98,2,1,Technicien(ne) en laboratoire,1,Marié(e),2218,16193,1,O,Non,12,3,3,80,1,4,3,3,4,2,3,2
39,Non,Voyage_Souvent,1218,Recherche et développement,1,1,Sciences biologiques,1,531,2,Homme,52,3,5,Gestionnaire,3,Divorcé(e),19197,8213,1,O,Oui,14,3,3,80,1,21,3,3,21,8,1,6
56,Non,Voyage_Souvent,906,Ventes,6,3,Sciences biologiques,1,532,3,Femme,86,4,4,Directeur/directrice commercial,1,Marié(e),13212,18256,9,O,Non,11,3,4,80,3,36,0,2,7,7,7,7
30,Non,Voyage_Rarement,1082,Ventes,12,3,Diplôme technique,1,533,2,Femme,83,3,2,Directeur/directrice commercial,3,Célibataire,6577,19558,0,O,Non,11,3,2,80,0,6,6,3,5,4,4,4
41,Non,Voyage_Rarement,645,Ventes,1,3,Marketing,1,534,2,Homme,49,4,3,Directeur/directrice commercial,1,Marié(e),8392,19566,1,O,Non,16,3,3,80,1,10,2,3,10,7,0,7
28,Non,Voyage_Rarement,1300,Recherche et développement,17,2,Médical,1,536,3,Homme,79,3,2,Technicien(ne) en laboratoire,1,Divorcé(e),4558,13535,1,O,Non,12,3,4,80,1,10,2,3,10,0,1,8
25,Oui,Voyage_Rarement,688,Recherche et développement,3,3,Médical,1,538,1,Homme,91,3,1,Technicien(ne) en laboratoire,1,Marié(e),4031,9396,5,O,Non,13,3,3,80,1,6,5,3,2,2,0,2
52,Non,Voyage_Rarement,319,Recherche et développement,3,3,Médical,1,543,4,Homme,39,2,3,Chef de la production,3,Marié(e),7969,19609,2,O,Oui,14,3,3,80,0,28,4,3,5,4,0,4
45,Non,Voyage_Rarement,192,Recherche et développement,10,2,Sciences biologiques,1,544,1,Homme,69,3,1,Scientifique chercheur(e),4,Marié(e),2654,9655,3,O,Non,21,4,4,80,2,8,3,2,2,2,0,2
52,Non,Voyage_Rarement,1490,Recherche et développement,4,2,Sciences biologiques,1,546,4,Femme,30,3,4,Gestionnaire,4,Marié(e),16555,10310,2,O,Non,13,3,4,80,0,31,2,1,5,2,1,4
42,Non,Voyage_Souvent,532,Recherche et développement,29,2,Sciences biologiques,1,547,1,Femme,92,3,2,Scientifique chercheur(e),3,Divorcé(e),4556,12932,2,O,Non,11,3,2,80,1,19,3,3,5,4,0,2
30,Non,Voyage_Rarement,317,Recherche et développement,2,3,Sciences biologiques,1,548,3,Femme,43,1,2,Chef de la production,4,Célibataire,6091,24793,2,O,Non,20,4,3,80,0,11,2,3,5,4,0,2
60,Non,Voyage_Rarement,422,Recherche et développement,7,3,Sciences biologiques,1,549,1,Femme,41,3,5,Gestionnaire,1,Marié(e),19566,3854,5,O,Non,11,3,4,80,0,33,5,1,29,8,11,10
46,Non,Voyage_Rarement,1485,Recherche et développement,18,3,Médical,1,550,3,Femme,87,3,2,Chef de la production,3,Divorcé(e),4810,26314,2,O,Non,14,3,3,80,1,19,5,2,10,7,0,8
42,Non,Voyage_Souvent,1368,Recherche et développement,28,4,Diplôme technique,1,551,4,Femme,88,2,2,Représentant(e) en santé,4,Marié(e),4523,4386,0,O,Non,11,3,4,80,3,7,4,4,6,5,0,4
24,Oui,Voyage_Rarement,1448,Ventes,1,1,Diplôme technique,1,554,1,Femme,62,3,1,Représentant(e) commercial,2,Célibataire,3202,21972,1,O,Oui,16,3,2,80,0,6,4,3,5,3,1,4
34,Oui,Voyage_Souvent,296,Ventes,6,2,Marketing,1,555,4,Femme,33,1,1,Représentant(e) commercial,3,Divorcé(e),2351,12253,0,O,Non,16,3,4,80,1,3,3,2,2,2,1,0
38,Non,Voyage_Souvent,1490,Recherche et développement,2,2,Sciences biologiques,1,556,4,Homme,42,3,1,Technicien(ne) en laboratoire,4,Marié(e),1702,12106,1,O,Oui,23,4,3,80,1,1,3,3,1,0,0,0
40,Non,Voyage_Rarement,1398,Ventes,2,4,Sciences biologiques,1,558,3,Femme,79,3,5,Gestionnaire,3,Marié(e),18041,13022,0,O,Non,14,3,4,80,0,21,2,3,20,15,1,12
26,Non,Voyage_Rarement,1349,Recherche et développement,23,3,Sciences biologiques,1,560,1,Femme,90,3,1,Scientifique chercheur(e),4,Divorcé(e),2886,3032,1,O,Non,22,4,2,80,2,3,3,1,3,2,0,2
30,Non,Ne_Voyage_Pas,1400,Recherche et développement,3,3,Sciences biologiques,1,562,3,Homme,53,3,1,Technicien(ne) en laboratoire,4,Marié(e),2097,16734,4,O,Non,15,3,3,80,1,9,3,1,5,3,1,4
29,Non,Voyage_Rarement,986,Recherche et développement,3,4,Médical,1,564,2,Homme,93,2,3,Directeur/directrice de recherche,3,Marié(e),11935,21526,1,O,Non,18,3,3,80,0,10,2,3,10,2,0,7
29,Oui,Voyage_Rarement,408,Recherche et développement,25,5,Diplôme technique,1,565,3,Femme,71,2,1,Scientifique chercheur(e),2,Marié(e),2546,18300,5,O,Non,16,3,2,80,0,6,2,4,2,2,1,1
19,Oui,Voyage_Rarement,489,Ressources humaines,2,2,Diplôme technique,1,566,1,Homme,52,2,1,Ressources humaines,4,Célibataire,2564,18437,1,O,Non,12,3,3,80,0,1,3,4,1,0,0,0
30,Non,Ne_Voyage_Pas,1398,Ventes,22,4,Autre,1,567,3,Femme,69,3,3,Directeur/directrice commercial,1,Marié(e),8412,2890,0,O,Non,11,3,3,80,0,10,3,3,9,8,7,8
57,Non,Voyage_Rarement,210,Ventes,29,3,Marketing,1,568,1,Homme,56,2,4,Gestionnaire,4,Divorcé(e),14118,22102,3,O,Non,12,3,3,80,1,32,3,2,1,0,0,0
50,Non,Voyage_Rarement,1099,Recherche et développement,29,4,Sciences biologiques,1,569,2,Homme,88,2,4,Gestionnaire,3,Marié(e),17046,9314,0,O,Non,15,3,2,80,1,28,2,3,27,10,15,7
30,Non,Ne_Voyage_Pas,1116,Recherche et développement,2,3,Médical,1,571,3,Femme,49,3,1,Technicien(ne) en laboratoire,4,Célibataire,2564,7181,0,O,Non,14,3,3,80,0,12,2,2,11,7,6,7
60,Non,Voyage_Souvent,1499,Ventes,28,3,Marketing,1,573,3,Femme,80,2,3,Directeur/directrice commercial,1,Marié(e),10266,2845,4,O,Non,19,3,4,80,0,22,5,4,18,13,13,11
47,Non,Voyage_Rarement,983,Recherche et développement,2,2,Médical,1,574,1,Femme,65,3,2,Chef de la production,4,Divorcé(e),5070,7389,5,O,Non,13,3,3,80,3,20,2,3,5,0,0,4
46,Non,Voyage_Rarement,1009,Recherche et développement,2,3,Sciences biologiques,1,575,1,Homme,51,3,4,Directeur/directrice de recherche,3,Marié(e),17861,2288,6,O,Non,13,3,3,80,0,26,2,1,3,2,0,1
35,Non,Voyage_Rarement,144,Recherche et développement,22,3,Sciences biologiques,1,577,4,Homme,46,1,1,Technicien(ne) en laboratoire,3,Célibataire,4230,19225,0,O,Non,15,3,3,80,0,6,2,3,5,4,4,3
54,Non,Voyage_Rarement,548,Recherche et développement,8,4,Sciences biologiques,1,578,3,Femme,42,3,2,Technicien(ne) en laboratoire,3,Célibataire,3780,23428,7,O,Non,11,3,3,80,0,19,3,3,1,0,0,0
34,Non,Voyage_Rarement,1303,Recherche et développement,2,4,Sciences biologiques,1,579,4,Homme,62,2,1,Scientifique chercheur(e),3,Divorcé(e),2768,8416,3,O,Non,12,3,3,80,1,14,3,3,7,3,5,7
46,Non,Voyage_Rarement,1125,Ventes,10,3,Marketing,1,580,3,Femme,94,2,3,Directeur/directrice commercial,4,Marié(e),9071,11563,2,O,Oui,19,3,3,80,1,15,3,3,3,2,1,2
31,Non,Voyage_Rarement,1274,Recherche et développement,9,1,Sciences biologiques,1,581,3,Homme,33,3,3,Chef de la production,2,Divorcé(e),10648,14394,1,O,Non,25,4,4,80,1,13,6,4,13,8,0,8
33,Oui,Voyage_Rarement,1277,Recherche et développement,15,1,Médical,1,582,2,Homme,56,3,3,Gestionnaire,3,Marié(e),13610,24619,7,O,Oui,12,3,4,80,0,15,2,4,7,6,7,7
33,Oui,Voyage_Rarement,587,Recherche et développement,10,1,Médical,1,584,1,Homme,38,1,1,Technicien(ne) en laboratoire,4,Divorcé(e),3408,6705,7,O,Non,13,3,1,80,3,8,2,3,4,3,1,3
30,Non,Voyage_Rarement,413,Ventes,7,1,Marketing,1,585,4,Homme,57,3,1,Représentant(e) commercial,2,Célibataire,2983,18398,0,O,Non,14,3,1,80,0,4,3,3,3,2,1,2
35,Non,Voyage_Rarement,1276,Recherche et développement,16,3,Sciences biologiques,1,586,4,Homme,72,3,3,Représentant(e) en santé,3,Marié(e),7632,14295,4,O,Oui,12,3,3,80,0,10,2,3,8,7,0,0
31,Oui,Voyage_Souvent,534,Recherche et développement,20,3,Sciences biologiques,1,587,1,Homme,66,3,3,Représentant(e) en santé,3,Marié(e),9824,22908,3,O,Non,12,3,1,80,0,12,2,3,1,0,0,0
34,Oui,Voyage_Souvent,988,Ressources humaines,23,3,Ressources humaines,1,590,2,Femme,43,3,3,Ressources humaines,1,Divorcé(e),9950,11533,9,O,Oui,15,3,3,80,3,11,2,3,3,2,0,2
42,Non,Voyage_Souvent,1474,Recherche et développement,5,2,Autre,1,591,2,Homme,97,3,1,Technicien(ne) en laboratoire,3,Marié(e),2093,9260,4,O,Non,17,3,4,80,1,8,4,3,2,2,2,0
36,Non,Ne_Voyage_Pas,635,Ventes,10,4,Médical,1,592,2,Homme,32,3,3,Directeur/directrice commercial,4,Célibataire,9980,15318,1,O,Non,14,3,4,80,0,10,3,2,10,3,9,7
22,Oui,Voyage_Souvent,1368,Recherche et développement,4,1,Diplôme technique,1,593,3,Homme,99,2,1,Technicien(ne) en laboratoire,3,Célibataire,3894,9129,5,O,Non,16,3,3,80,0,4,3,3,2,2,1,2
48,Non,Voyage_Rarement,163,Ventes,2,5,Marketing,1,595,2,Femme,37,3,2,Directeur/directrice commercial,4,Marié(e),4051,19658,2,O,Non,14,3,1,80,1,14,2,3,9,7,6,7
55,Non,Voyage_Rarement,1117,Ventes,18,5,Sciences biologiques,1,597,1,Femme,83,3,4,Gestionnaire,2,Célibataire,16835,9873,3,O,Non,23,4,4,80,0,37,2,3,10,9,7,7
41,Non,Ne_Voyage_Pas,267,Ventes,10,2,Sciences biologiques,1,599,4,Homme,56,3,2,Directeur/directrice commercial,4,Célibataire,6230,13430,7,O,Non,14,3,4,80,0,16,3,3,14,3,1,10
35,Non,Voyage_Rarement,619,Ventes,1,3,Marketing,1,600,2,Homme,85,3,2,Directeur/directrice commercial,3,Marié(e),4717,18659,9,O,Non,11,3,3,80,0,15,2,3,11,9,6,9
40,Non,Voyage_Rarement,302,Recherche et développement,6,3,Sciences biologiques,1,601,2,Femme,75,3,4,Chef de la production,3,Célibataire,13237,20364,7,O,Non,15,3,3,80,0,22,3,3,20,6,5,13
39,Non,Voyage_Souvent,443,Recherche et développement,8,1,Sciences biologiques,1,602,3,Femme,48,3,1,Technicien(ne) en laboratoire,3,Marié(e),3755,17872,1,O,Non,11,3,1,80,1,8,3,3,8,3,0,7
31,Non,Voyage_Rarement,828,Ventes,2,1,Sciences biologiques,1,604,2,Homme,77,3,2,Directeur/directrice commercial,4,Célibataire,6582,8346,4,O,Oui,13,3,3,80,0,10,2,4,6,5,0,5
42,Non,Voyage_Rarement,319,Recherche et développement,24,3,Médical,1,605,4,Homme,56,3,3,Chef de la production,1,Marié(e),7406,6950,1,O,Oui,21,4,4,80,1,10,5,2,10,9,5,8
45,Non,Voyage_Rarement,561,Ventes,2,3,Autre,1,606,4,Homme,61,3,2,Directeur/directrice commercial,2,Marié(e),4805,16177,0,O,Non,19,3,2,80,1,9,3,4,8,7,3,7
26,Oui,Voyage_Souvent,426,Ressources humaines,17,4,Sciences biologiques,1,608,2,Femme,58,3,1,Ressources humaines,3,Divorcé(e),2741,22808,0,O,Oui,11,3,2,80,1,8,2,2,7,7,1,0
29,Non,Voyage_Rarement,232,Recherche et développement,19,3,Diplôme technique,1,611,4,Homme,34,3,2,Chef de la production,4,Divorcé(e),4262,22645,4,O,Non,12,3,2,80,2,8,2,4,3,2,1,2
33,Non,Voyage_Rarement,922,Recherche et développement,1,5,Médical,1,612,1,Femme,95,4,4,Directeur/directrice de recherche,3,Divorcé(e),16184,22578,4,O,Non,19,3,3,80,1,10,2,3,6,1,0,5
31,Non,Voyage_Rarement,688,Ventes,7,3,Sciences biologiques,1,613,3,Homme,44,2,3,Gestionnaire,4,Divorcé(e),11557,25291,9,O,Non,21,4,3,80,1,10,3,2,5,4,0,1
18,Oui,Voyage_Souvent,1306,Ventes,5,3,Marketing,1,614,2,Homme,69,3,1,Représentant(e) commercial,2,Célibataire,1878,8059,1,O,Oui,14,3,4,80,0,0,3,3,0,0,0,0
40,Non,Ne_Voyage_Pas,1094,Ventes,28,3,Autre,1,615,3,Homme,58,1,3,Directeur/directrice commercial,1,Divorcé(e),10932,11373,3,O,Non,15,3,3,80,1,20,2,3,1,0,0,1
41,Non,Ne_Voyage_Pas,509,Recherche et développement,2,4,Autre,1,616,1,Femme,62,2,2,Représentant(e) en santé,3,Célibataire,6811,2112,2,O,Oui,17,3,1,80,0,10,3,3,8,7,0,7
26,Non,Voyage_Rarement,775,Ventes,29,2,Médical,1,618,1,Homme,45,3,2,Directeur/directrice commercial,3,Divorcé(e),4306,4267,5,O,Non,12,3,1,80,2,8,5,3,0,0,0,0
35,Non,Voyage_Rarement,195,Ventes,1,3,Médical,1,620,1,Femme,80,3,2,Directeur/directrice commercial,3,Célibataire,4859,6698,1,O,Non,16,3,4,80,0,5,3,3,5,4,0,3
34,Non,Voyage_Rarement,258,Ventes,21,4,Sciences biologiques,1,621,4,Homme,74,4,2,Directeur/directrice commercial,4,Célibataire,5337,19921,1,O,Non,12,3,4,80,0,10,3,3,10,7,5,7
26,Oui,Voyage_Rarement,471,Recherche et développement,24,3,Diplôme technique,1,622,3,Homme,66,1,1,Technicien(ne) en laboratoire,4,Célibataire,2340,23213,1,O,Oui,18,3,2,80,0,1,3,1,1,0,0,0
37,Non,Voyage_Rarement,799,Recherche et développement,1,3,Diplôme technique,1,623,2,Femme,59,3,3,Chef de la production,4,Célibataire,7491,23848,4,O,Non,17,3,4,80,0,12,3,4,6,5,1,2
46,Non,Voyage_Souvent,1034,Recherche et développement,18,1,Médical,1,624,1,Femme,86,3,3,Représentant(e) en santé,3,Marié(e),10527,8984,5,O,Non,11,3,4,80,0,28,3,2,2,2,1,2
41,Non,Voyage_Rarement,1276,Ventes,2,5,Sciences biologiques,1,625,2,Femme,91,3,4,Gestionnaire,1,Marié(e),16595,5626,7,O,Non,16,3,2,80,1,22,2,3,18,16,11,8
37,Non,Ne_Voyage_Pas,142,Ventes,9,4,Médical,1,626,1,Homme,69,3,3,Directeur/directrice commercial,2,Divorcé(e),8834,24666,1,O,Non,13,3,4,80,1,9,6,3,9,5,7,7
52,Non,Voyage_Rarement,956,Recherche et développement,6,2,Diplôme technique,1,630,4,Homme,78,3,2,Scientifique chercheur(e),1,Divorcé(e),5577,22087,3,O,Oui,12,3,2,80,2,18,3,3,10,9,6,9
32,Oui,Ne_Voyage_Pas,1474,Ventes,11,4,Autre,1,631,4,Homme,60,4,2,Directeur/directrice commercial,3,Marié(e),4707,23914,8,O,Non,12,3,4,80,0,6,2,3,4,2,1,2
24,Non,Voyage_Souvent,535,Ventes,24,3,Médical,1,632,4,Homme,38,3,1,Représentant(e) commercial,4,Marié(e),2400,5530,0,O,Non,13,3,3,80,2,3,3,3,2,2,2,1
38,Non,Voyage_Rarement,1495,Recherche et développement,10,3,Médical,1,634,3,Femme,76,3,2,Représentant(e) en santé,3,Marié(e),9824,22174,3,O,Non,19,3,3,80,1,18,4,3,1,0,0,0
37,Non,Voyage_Rarement,446,Recherche et développement,1,4,Sciences biologiques,1,635,2,Femme,65,3,2,Chef de la production,2,Marié(e),6447,15701,6,O,Non,12,3,2,80,1,8,2,2,6,5,4,3
49,Non,Voyage_Rarement,1245,Recherche et développement,18,4,Sciences biologiques,1,638,4,Homme,58,2,5,Directeur/directrice de recherche,3,Divorcé(e),19502,2125,1,O,Oui,17,3,3,80,1,31,5,3,31,9,0,9
24,Non,Voyage_Rarement,691,Recherche et développement,23,3,Médical,1,639,2,Homme,89,4,1,Scientifique chercheur(e),4,Marié(e),2725,21630,1,O,Oui,11,3,2,80,2,6,3,3,6,5,1,4
26,Non,Voyage_Rarement,703,Ventes,28,2,Marketing,1,641,1,Homme,66,3,2,Directeur/directrice commercial,2,Marié(e),6272,7428,1,O,Non,20,4,4,80,2,6,5,4,5,3,1,4
24,Non,Voyage_Rarement,823,Recherche et développement,17,2,Autre,1,643,4,Homme,94,2,1,Technicien(ne) en laboratoire,2,Marié(e),2127,9100,1,O,Non,21,4,4,80,1,1,2,3,1,0,0,0
50,Non,Voyage_Souvent,1246,Ressources humaines,3,3,Médical,1,644,1,Homme,99,3,5,Gestionnaire,2,Marié(e),18200,7999,1,O,Non,11,3,3,80,1,32,2,3,32,5,10,7
25,Non,Voyage_Rarement,622,Ventes,13,1,Médical,1,645,2,Homme,40,3,1,Représentant(e) commercial,3,Marié(e),2096,26376,1,O,Non,11,3,3,80,0,7,1,3,7,4,0,6
24,Oui,Voyage_Souvent,1287,Recherche et développement,7,3,Sciences biologiques,1,647,1,Femme,55,3,1,Technicien(ne) en laboratoire,3,Marié(e),2886,14168,1,O,Oui,16,3,4,80,1,6,4,3,6,3,1,2
30,Oui,Voyage_Souvent,448,Ventes,12,4,Sciences biologiques,1,648,2,Homme,74,2,1,Représentant(e) commercial,1,Marié(e),2033,14470,1,O,Non,18,3,3,80,1,1,2,4,1,0,0,0
34,Non,Voyage_Rarement,254,Recherche et développement,1,2,Sciences biologiques,1,649,2,Homme,83,2,1,Scientifique chercheur(e),4,Marié(e),3622,22794,1,O,Oui,13,3,4,80,1,6,3,3,6,5,1,3
31,Oui,Voyage_Rarement,1365,Ventes,13,4,Médical,1,650,2,Homme,46,3,2,Directeur/directrice commercial,1,Divorcé(e),4233,11512,2,O,Non,17,3,3,80,0,9,2,1,3,1,1,2
35,Non,Voyage_Rarement,538,Recherche et développement,25,2,Autre,1,652,1,Homme,54,2,2,Technicien(ne) en laboratoire,4,Célibataire,3681,14004,4,O,Non,14,3,4,80,0,9,3,3,3,2,0,2
31,Non,Voyage_Rarement,525,Ventes,6,4,Médical,1,653,1,Homme,66,4,2,Directeur/directrice commercial,4,Divorcé(e),5460,6219,4,O,Non,22,4,4,80,2,13,4,4,7,7,5,7
27,Non,Voyage_Rarement,798,Recherche et développement,6,4,Médical,1,655,1,Femme,66,2,1,Scientifique chercheur(e),3,Divorcé(e),2187,5013,0,O,Non,12,3,3,80,2,6,5,2,5,3,0,3
37,Non,Voyage_Rarement,558,Ventes,2,3,Marketing,1,656,4,Homme,75,3,2,Directeur/directrice commercial,3,Marié(e),9602,3010,4,O,Oui,11,3,3,80,1,17,3,2,3,0,1,0
20,Non,Voyage_Rarement,959,Recherche et développement,1,3,Sciences biologiques,1,657,4,Femme,83,2,1,Scientifique chercheur(e),2,Célibataire,2836,11757,1,O,Non,13,3,4,80,0,1,0,4,1,0,0,0
42,Non,Voyage_Rarement,622,Recherche et développement,2,4,Sciences biologiques,1,659,3,Femme,81,3,2,Représentant(e) en santé,4,Marié(e),4089,5718,1,O,Non,13,3,2,80,2,10,4,3,10,2,2,2
43,Non,Voyage_Rarement,782,Recherche et développement,6,4,Autre,1,661,2,Homme,50,2,4,Directeur/directrice de recherche,4,Divorcé(e),16627,2671,4,O,Oui,14,3,3,80,1,21,3,2,1,0,0,0
38,Non,Voyage_Rarement,362,Recherche et développement,1,1,Sciences biologiques,1,662,3,Femme,43,3,1,Scientifique chercheur(e),1,Célibataire,2619,14561,3,O,Non,17,3,4,80,0,8,3,2,0,0,0,0
43,Non,Voyage_Souvent,1001,Recherche et développement,9,5,Médical,1,663,4,Homme,72,3,2,Technicien(ne) en laboratoire,3,Divorcé(e),5679,19627,3,O,Oui,13,3,2,80,1,10,3,3,8,7,4,7
48,Non,Voyage_Rarement,1236,Recherche et développement,1,4,Sciences biologiques,1,664,4,Femme,40,2,4,Gestionnaire,1,Marié(e),15402,17997,7,O,Non,11,3,1,80,1,21,3,1,3,2,0,2
44,Non,Voyage_Rarement,1112,Ressources humaines,1,4,Sciences biologiques,1,665,1,Femme,50,2,2,Ressources humaines,3,Célibataire,5985,26894,4,O,Non,11,3,2,80,0,10,1,4,2,2,0,2
34,Non,Voyage_Rarement,204,Ventes,14,3,Diplôme technique,1,666,3,Femme,31,3,1,Représentant(e) commercial,3,Divorcé(e),2579,2912,1,O,Oui,18,3,4,80,2,8,3,3,8,2,0,6
27,Oui,Voyage_Rarement,1420,Ventes,2,1,Marketing,1,667,3,Homme,85,3,1,Représentant(e) commercial,1,Divorcé(e),3041,16346,0,O,Non,11,3,2,80,1,5,3,3,4,3,0,2
21,Non,Voyage_Rarement,1343,Ventes,22,1,Diplôme technique,1,669,3,Homme,49,3,1,Représentant(e) commercial,3,Célibataire,3447,24444,1,O,Non,11,3,3,80,0,3,2,3,3,2,1,2
44,Non,Voyage_Rarement,1315,Recherche et développement,3,4,Autre,1,671,4,Homme,35,3,5,Gestionnaire,4,Marié(e),19513,9358,4,O,Oui,12,3,1,80,1,26,2,4,2,2,0,1
22,Non,Voyage_Rarement,604,Recherche et développement,6,1,Médical,1,675,1,Homme,69,3,1,Scientifique chercheur(e),3,Marié(e),2773,12145,0,O,Non,20,4,4,80,0,3,3,3,2,2,2,2
33,Non,Voyage_Rarement,1216,Ventes,8,4,Marketing,1,677,3,Homme,39,3,2,Directeur/directrice commercial,3,Divorcé(e),7104,20431,0,O,Non,12,3,4,80,0,6,3,3,5,0,1,2
32,Non,Voyage_Rarement,646,Recherche et développement,9,4,Sciences biologiques,1,679,1,Femme,92,3,2,Scientifique chercheur(e),4,Marié(e),6322,18089,1,O,Oui,12,3,4,80,1,6,2,2,6,4,0,5
30,Non,Voyage_Souvent,160,Recherche et développement,3,3,Médical,1,680,3,Femme,71,3,1,Scientifique chercheur(e),3,Divorcé(e),2083,22653,1,O,Non,20,4,3,80,1,1,2,3,1,0,0,0
53,Non,Voyage_Rarement,238,Ventes,1,1,Médical,1,682,4,Femme,34,3,2,Directeur/directrice commercial,1,Célibataire,8381,7507,7,O,Non,20,4,4,80,0,18,2,4,14,7,8,10
34,Non,Voyage_Rarement,1397,Recherche et développement,1,5,Sciences biologiques,1,683,2,Homme,42,3,1,Scientifique chercheur(e),4,Marié(e),2691,7660,1,O,Non,12,3,4,80,1,10,4,2,10,9,8,8
45,Oui,Voyage_Souvent,306,Ventes,26,4,Sciences biologiques,1,684,1,Femme,100,3,2,Directeur/directrice commercial,1,Marié(e),4286,5630,2,O,Non,14,3,4,80,2,5,4,3,1,1,0,0
26,Non,Voyage_Rarement,991,Recherche et développement,6,3,Sciences biologiques,1,686,3,Femme,71,3,1,Technicien(ne) en laboratoire,4,Marié(e),2659,17759,1,O,Oui,13,3,3,80,1,3,2,3,3,2,0,2
37,Non,Voyage_Rarement,482,Recherche et développement,3,3,Autre,1,689,3,Homme,36,3,3,Chef de la production,3,Marié(e),9434,9606,1,O,Non,15,3,3,80,1,10,2,3,10,7,7,8
29,Non,Voyage_Rarement,1176,Ventes,3,2,Médical,1,690,2,Femme,62,3,2,Directeur/directrice commercial,3,Marié(e),5561,3487,1,O,Non,14,3,1,80,1,6,5,2,6,0,1,2
35,Non,Voyage_Rarement,1017,Recherche et développement,6,4,Sciences biologiques,1,691,2,Homme,82,1,2,Scientifique chercheur(e),4,Célibataire,6646,19368,1,O,Non,13,3,2,80,0,17,3,3,17,11,11,8
33,Non,Voyage_Souvent,1296,Recherche et développement,6,3,Sciences biologiques,1,692,3,Homme,30,3,2,Représentant(e) en santé,4,Divorcé(e),7725,5335,3,O,Non,23,4,3,80,1,15,2,1,13,11,4,7
54,Non,Voyage_Rarement,397,Ressources humaines,19,4,Médical,1,698,3,Homme,88,3,3,Ressources humaines,2,Marié(e),10725,6729,2,O,Non,15,3,3,80,1,16,1,4,9,7,7,1
36,Non,Voyage_Rarement,913,Recherche et développement,9,2,Médical,1,699,2,Homme,48,2,2,Chef de la production,2,Divorcé(e),8847,13934,2,O,Oui,11,3,3,80,1,13,2,3,3,2,0,2
